example_id,node_id,serialization_id,serialization,method,score,binary_prediction,gold_label
breakfastburritos,12,1,"[10, 6, 1, 2, 3, 11, 9, 5, 8, 4, 7, 12]",ares,0.4676363170146942,1,1
breakfastburritos,12,1,"[10, 6, 1, 2, 3, 11, 9, 5, 8, 4, 7, 12]",sager,0.4999500061720608,1,1
breakfastburritos,1,2,"[10, 6, 1, 2, 3, 9, 11, 5, 8, 4, 7, 12]",ares,0.44145455956459045,1,0
breakfastburritos,1,2,"[10, 6, 1, 2, 3, 9, 11, 5, 8, 4, 7, 12]",sager,0.2180000028014183,1,0
breakfastburritos,2,2,"[10, 6, 1, 2, 3, 9, 11, 5, 8, 4, 7, 12]",ares,0.48872730135917664,1,0
breakfastburritos,2,2,"[10, 6, 1, 2, 3, 9, 11, 5, 8, 4, 7, 12]",sager,0.9560000002384186,0,0
breakfastburritos,3,2,"[10, 6, 1, 2, 3, 9, 11, 5, 8, 4, 7, 12]",ares,0.6210909485816956,0,0
breakfastburritos,3,2,"[10, 6, 1, 2, 3, 9, 11, 5, 8, 4, 7, 12]",sager,0.6485000187158585,0,0
breakfastburritos,4,2,"[10, 6, 1, 2, 3, 9, 11, 5, 8, 4, 7, 12]",ares,0.5374545454978943,0,1
breakfastburritos,4,2,"[10, 6, 1, 2, 3, 9, 11, 5, 8, 4, 7, 12]",sager,0.5306000072509044,0,1
breakfastburritos,5,2,"[10, 6, 1, 2, 3, 9, 11, 5, 8, 4, 7, 12]",ares,0.4920000433921814,1,0
breakfastburritos,5,2,"[10, 6, 1, 2, 3, 9, 11, 5, 8, 4, 7, 12]",sager,0.5594000052884216,0,0
breakfastburritos,6,2,"[10, 6, 1, 2, 3, 9, 11, 5, 8, 4, 7, 12]",ares,0.5978181958198547,0,0
breakfastburritos,6,2,"[10, 6, 1, 2, 3, 9, 11, 5, 8, 4, 7, 12]",sager,0.9499999999999976,0,0
breakfastburritos,7,2,"[10, 6, 1, 2, 3, 9, 11, 5, 8, 4, 7, 12]",ares,0.5505454540252686,0,1
breakfastburritos,7,2,"[10, 6, 1, 2, 3, 9, 11, 5, 8, 4, 7, 12]",sager,0.4501500056982037,1,1
breakfastburritos,8,2,"[10, 6, 1, 2, 3, 9, 11, 5, 8, 4, 7, 12]",ares,0.6021817922592163,0,1
breakfastburritos,8,2,"[10, 6, 1, 2, 3, 9, 11, 5, 8, 4, 7, 12]",sager,0.4084500057697295,1,1
breakfastburritos,9,2,"[10, 6, 1, 2, 3, 9, 11, 5, 8, 4, 7, 12]",ares,0.4825454652309418,1,0
breakfastburritos,9,2,"[10, 6, 1, 2, 3, 9, 11, 5, 8, 4, 7, 12]",sager,0.7230000111460686,0,0
breakfastburritos,10,2,"[10, 6, 1, 2, 3, 9, 11, 5, 8, 4, 7, 12]",ares,0.5014545917510986,0,0
breakfastburritos,10,2,"[10, 6, 1, 2, 3, 9, 11, 5, 8, 4, 7, 12]",sager,0.9499999999999976,0,0
breakfastburritos,11,2,"[10, 6, 1, 2, 3, 9, 11, 5, 8, 4, 7, 12]",ares,0.4901818335056305,1,0
breakfastburritos,11,2,"[10, 6, 1, 2, 3, 9, 11, 5, 8, 4, 7, 12]",sager,0.25900000385940075,1,0
breakfastburritos,12,2,"[10, 6, 1, 2, 3, 9, 11, 5, 8, 4, 7, 12]",ares,0.47890910506248474,1,1
breakfastburritos,12,2,"[10, 6, 1, 2, 3, 9, 11, 5, 8, 4, 7, 12]",sager,0.4999500061720608,1,1
breakfastburritos,1,3,"[6, 1, 2, 10, 11, 9, 3, 5, 8, 4, 7, 12]",ares,0.3199999928474426,1,0
breakfastburritos,1,3,"[6, 1, 2, 10, 11, 9, 3, 5, 8, 4, 7, 12]",sager,0.2180000028014183,1,0
breakfastburritos,2,3,"[6, 1, 2, 10, 11, 9, 3, 5, 8, 4, 7, 12]",ares,0.5858181715011597,0,0
breakfastburritos,2,3,"[6, 1, 2, 10, 11, 9, 3, 5, 8, 4, 7, 12]",sager,0.9560000002384186,0,0
breakfastburritos,3,3,"[6, 1, 2, 10, 11, 9, 3, 5, 8, 4, 7, 12]",ares,0.5840000510215759,0,0
breakfastburritos,3,3,"[6, 1, 2, 10, 11, 9, 3, 5, 8, 4, 7, 12]",sager,0.6485000187158585,0,0
breakfastburritos,4,3,"[6, 1, 2, 10, 11, 9, 3, 5, 8, 4, 7, 12]",ares,0.4930908679962158,1,1
breakfastburritos,4,3,"[6, 1, 2, 10, 11, 9, 3, 5, 8, 4, 7, 12]",sager,0.5306000072509044,0,1
breakfastburritos,5,3,"[6, 1, 2, 10, 11, 9, 3, 5, 8, 4, 7, 12]",ares,0.5236363410949707,0,0
breakfastburritos,5,3,"[6, 1, 2, 10, 11, 9, 3, 5, 8, 4, 7, 12]",sager,0.5594000052884216,0,0
breakfastburritos,6,3,"[6, 1, 2, 10, 11, 9, 3, 5, 8, 4, 7, 12]",ares,0.4599999785423279,1,0
breakfastburritos,6,3,"[6, 1, 2, 10, 11, 9, 3, 5, 8, 4, 7, 12]",sager,0.9499999999999976,0,0
breakfastburritos,7,3,"[6, 1, 2, 10, 11, 9, 3, 5, 8, 4, 7, 12]",ares,0.5440000295639038,0,1
breakfastburritos,7,3,"[6, 1, 2, 10, 11, 9, 3, 5, 8, 4, 7, 12]",sager,0.4501500056982037,1,1
breakfastburritos,8,3,"[6, 1, 2, 10, 11, 9, 3, 5, 8, 4, 7, 12]",ares,0.5421817898750305,0,1
breakfastburritos,8,3,"[6, 1, 2, 10, 11, 9, 3, 5, 8, 4, 7, 12]",sager,0.4084500057697295,1,1
breakfastburritos,9,3,"[6, 1, 2, 10, 11, 9, 3, 5, 8, 4, 7, 12]",ares,0.5756363868713379,0,0
breakfastburritos,9,3,"[6, 1, 2, 10, 11, 9, 3, 5, 8, 4, 7, 12]",sager,0.7230000111460686,0,0
breakfastburritos,10,3,"[6, 1, 2, 10, 11, 9, 3, 5, 8, 4, 7, 12]",ares,0.5090909004211426,0,0
breakfastburritos,10,3,"[6, 1, 2, 10, 11, 9, 3, 5, 8, 4, 7, 12]",sager,0.9499999999999976,0,0
breakfastburritos,11,3,"[6, 1, 2, 10, 11, 9, 3, 5, 8, 4, 7, 12]",ares,0.5163636207580566,0,0
breakfastburritos,11,3,"[6, 1, 2, 10, 11, 9, 3, 5, 8, 4, 7, 12]",sager,0.25900000385940075,1,0
breakfastburritos,12,3,"[6, 1, 2, 10, 11, 9, 3, 5, 8, 4, 7, 12]",ares,0.4359999895095825,1,1
breakfastburritos,12,3,"[6, 1, 2, 10, 11, 9, 3, 5, 8, 4, 7, 12]",sager,0.4999500061720608,1,1
breakfastburritos,1,4,"[10, 6, 1, 2, 11, 3, 9, 5, 8, 4, 7, 12]",ares,0.44145455956459045,1,0
breakfastburritos,1,4,"[10, 6, 1, 2, 11, 3, 9, 5, 8, 4, 7, 12]",sager,0.2180000028014183,1,0
breakfastburritos,2,4,"[10, 6, 1, 2, 11, 3, 9, 5, 8, 4, 7, 12]",ares,0.48872730135917664,1,0
breakfastburritos,2,4,"[10, 6, 1, 2, 11, 3, 9, 5, 8, 4, 7, 12]",sager,0.9560000002384186,0,0
breakfastburritos,3,4,"[10, 6, 1, 2, 11, 3, 9, 5, 8, 4, 7, 12]",ares,0.46218180656433105,1,0
breakfastburritos,3,4,"[10, 6, 1, 2, 11, 3, 9, 5, 8, 4, 7, 12]",sager,0.6485000187158585,0,0
breakfastburritos,4,4,"[10, 6, 1, 2, 11, 3, 9, 5, 8, 4, 7, 12]",ares,0.5196363925933838,0,1
breakfastburritos,4,4,"[10, 6, 1, 2, 11, 3, 9, 5, 8, 4, 7, 12]",sager,0.5306000072509044,0,1
breakfastburritos,5,4,"[10, 6, 1, 2, 11, 3, 9, 5, 8, 4, 7, 12]",ares,0.5367273092269897,0,0
breakfastburritos,5,4,"[10, 6, 1, 2, 11, 3, 9, 5, 8, 4, 7, 12]",sager,0.5594000052884216,0,0
breakfastburritos,6,4,"[10, 6, 1, 2, 11, 3, 9, 5, 8, 4, 7, 12]",ares,0.5978181958198547,0,0
breakfastburritos,6,4,"[10, 6, 1, 2, 11, 3, 9, 5, 8, 4, 7, 12]",sager,0.9499999999999976,0,0
breakfastburritos,7,4,"[10, 6, 1, 2, 11, 3, 9, 5, 8, 4, 7, 12]",ares,0.5163636207580566,0,1
breakfastburritos,7,4,"[10, 6, 1, 2, 11, 3, 9, 5, 8, 4, 7, 12]",sager,0.4501500056982037,1,1
breakfastburritos,8,4,"[10, 6, 1, 2, 11, 3, 9, 5, 8, 4, 7, 12]",ares,0.5625454187393188,0,1
breakfastburritos,8,4,"[10, 6, 1, 2, 11, 3, 9, 5, 8, 4, 7, 12]",sager,0.4084500057697295,1,1
breakfastburritos,9,4,"[10, 6, 1, 2, 11, 3, 9, 5, 8, 4, 7, 12]",ares,0.5189090967178345,0,0
breakfastburritos,9,4,"[10, 6, 1, 2, 11, 3, 9, 5, 8, 4, 7, 12]",sager,0.7230000111460686,0,0
breakfastburritos,10,4,"[10, 6, 1, 2, 11, 3, 9, 5, 8, 4, 7, 12]",ares,0.5014545917510986,0,0
breakfastburritos,10,4,"[10, 6, 1, 2, 11, 3, 9, 5, 8, 4, 7, 12]",sager,0.9499999999999976,0,0
breakfastburritos,11,4,"[10, 6, 1, 2, 11, 3, 9, 5, 8, 4, 7, 12]",ares,0.5050909519195557,0,0
breakfastburritos,11,4,"[10, 6, 1, 2, 11, 3, 9, 5, 8, 4, 7, 12]",sager,0.25900000385940075,1,0
breakfastburritos,12,4,"[10, 6, 1, 2, 11, 3, 9, 5, 8, 4, 7, 12]",ares,0.5283636450767517,0,1
breakfastburritos,12,4,"[10, 6, 1, 2, 11, 3, 9, 5, 8, 4, 7, 12]",sager,0.4999500061720608,1,1
